BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
"0   ",Fruits,2012,12,21,Mango,"EAST GODAVARI",76,nan,HORTICULTURE,"ANDHRA PRADESH","asked about leaf webber","suggest to spray  chloripyriphos 25ml per lit",16.9957,81.7154
"0   ",Fruits,2012,12,3,Mango,"WEST GODAVARI",0,nan,HORTICULTURE,"ANDHRA PRADESH","asked about leaf webber in mango crop","recomended monochrotophos",16.6443,81.5885
"0   ",Fruits,2012,12,16,Mango,KRISHNA,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",monohrotophos,16.2128,81.0307
ADONI,Fruits,2012,9,19,Mango,KURNOOL,0,nan,HORTICULTURE,"ANDHRA PRADESH","asked about mango leaf webber control","recommended acephate",15.8309,78.0425
KODUR,Fruits,2012,12,22,Mango,"Y S R ",0,nan,HORTICULTURE,"ANDHRA PRADESH","asked about mango leaf webber","recomended monochrotophos",15.9241,80.1864
CUTTACKSADAR,Fruits,2012,11,11,Mango,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER","QUINALPHOS 2mllt OF WATER",20.4686,85.8792
"DHENKANAL SADAR",Fruits,2012,12,19,Mango,DHENKANAL,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER","QUINALPHOS 2mllt OF WATER",20.8351,85.6022
"0   ",Fruits,2013,3,8,Mango,VIZIANAGARM,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,15.9241,80.1864
"0   ",Fruits,2013,2,9,Mango,"EAST GODAVARI",0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,16.9957,81.7154
MAMIDIKUDURU,Fruits,2013,12,18,Mango,"EAST GODAVARI",nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","chlorpyriphos 25 mlL water",16.9957,81.7154
BUTTAYAGUDEM,Fruits,2013,4,5,Mango,"WEST GODAVARI",nan,nan,HORTICULTURE,"ANDHRA PRADESH","LEAF WEBBER","MONO 15 ML 2 G CARBARYL",16.6443,81.5885
PODURU,Fruits,2013,4,19,Mango,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","quinolphos  25mlliter or carbaryl 3gmliter watre",16.6443,81.5885
KAMAVARAPUKOTA,Fruits,2013,4,26,Mango,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","carbaryl  3gmliter water",16.6443,81.5885
GAMPALAGUDEM,Fruits,2013,1,11,Mango,KRISHNA,76,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","spraying of quinolphos 2 mllt",16.2128,81.0307
"0   ",Fruits,2013,1,30,Mango,KRISHNA,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,16.2128,81.0307
"0   ",Fruits,2013,2,12,Mango,KRISHNA,76,nan,HORTICULTURE,"ANDHRA PRADESH","asked about leaf webber","spray chloripyriphos",16.2128,81.0307
"0   ",Fruits,2013,3,12,Mango,KRISHNA,76,nan,HORTICULTURE,"ANDHRA PRADESH","asked about leaf webber in mango","spray chloripyriphos",16.2128,81.0307
BAPULAPADU,Fruits,2013,9,20,Mango,KRISHNA,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray chloripyriphos 25ml per lit",16.2128,81.0307
GAMPALAGUDEM,Fruits,2013,11,26,Mango,KRISHNA,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","chloropyriphos 500mlacre: 25mlliter of water",16.2128,81.0307
"0   ",Fruits,2013,1,28,Mango,GUNTUR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,16.2915,80.4542
"0   ",Fruits,2013,1,1,Mango,PRAKASAM,0,nan,HORTICULTURE,"ANDHRA PRADESH","asked about leaf webber in mango","recomended monochrotophos",15.6643,79.4733
"0   ",Fruits,2013,1,28,Mango,NELLORE,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chlorifyriphos,14.4494,79.9874
"0   ",Fruits,2013,1,14,Mango,KURNOOL,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","monochorotophos or chloripyriphos",15.8309,78.0425
"0   ",Fruits,2013,1,25,Mango,ANANTPUR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,13.5747,78.5029
"0   ",Fruits,2013,1,25,Mango,ANANTPUR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber dose",nan,13.5747,78.5029
"0   ",Fruits,2013,2,26,Mango,ANANTPUR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,13.5747,78.5029
"0   ",Fruits,2013,1,3,Mango,"Y S R ",76,nan,HORTICULTURE,"ANDHRA PRADESH","asked about  mango leaf webber","suggest to spray chloripyriphos",15.9241,80.1864
"0   ",Fruits,2013,1,11,Mango,"Y S R ",0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","quinolphos 400mlac",15.9241,80.1864
"0   ",Fruits,2013,1,15,Mango,"Y S R ",0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,15.9241,80.1864
"0   ",Fruits,2013,1,15,Mango,"Y S R ",0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyiphos,15.9241,80.1864
KONDAPURAM,Fruits,2013,1,29,Mango,"Y S R ",76,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","spraying of quinolphos 2 mllt",15.9241,80.1864
KODUR,Fruits,2013,2,15,Mango,"Y S R ",76,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","spraying of quinolphos 2 mllt",15.9241,80.1864
KAMALAPURAM,Fruits,2013,12,8,Mango,"Y S R ",nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","chlorpyriphos 25 mlL water",15.9241,80.1864
"0   ",Fruits,2013,1,11,Mango,CHITTOOR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,13.2026,79.0032
"0   ",Fruits,2013,1,30,Mango,CHITTOOR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,13.2026,79.0032
"0   ",Fruits,2013,2,9,Mango,CHITTOOR,0,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber",chloripyriphos,13.2026,79.0032
CHITTOOR,Fruits,2013,5,21,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray chloripyriphos",13.2026,79.0032
PENUMURU,Fruits,2013,11,7,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray chloripyriphos",13.2026,79.0032
PENUMURU,Fruits,2013,12,6,Mango,CHITTOOR,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE    311431493120314631153135311231463115313431283149 30933149311931383120309331493120313431123149 31143149312031463115314230933149312831493105313431123149 311631473122314231203147 3119314230933134312030933137  400 308630748204308631223149 308630748204308631223149  31143135309831353093313431203136 309831433119313431223135",13.2026,79.0032
PATNAGARH,Fruits,2013,6,12,Mango,BALANGIR,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER","QUINALPHOS 2MLL",20.6095,83.1673
"0   ",Fruits,2013,1,11,Mango,SONEPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER","CHLOROPYRIPHOS 2MLLITRE",20.8454,83.9091
BALIKUDA,Fruits,2013,7,3,Mango,JAGATSINGHAPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER","CARBARYL 3GLTR",20.1801,86.3415
BOUDH,Fruits,2013,8,4,Mango,BAUDH,"Plant Protection",nan,HORTICULTURE,ODISHA,"MANGO LEAF WEBBER","CHLOROPYRIPHOS 2MLLIT",20.8416,84.3213
PADAMPUR,Fruits,2013,4,3,Mango,BARGARH,nan,nan,HORTICULTURE,ODISHA,"LEAF WEBBER","QUINALPHOS 2MLLTR",21.232,83.5653
OTTAPIDARAM,Fruits,2013,12,27,Mango,THOOTHUKUDI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango","leaf webber in mango : spray carbaryl 2gmteepol 1mllit of water",8.8457,77.9938
MATHUR,Fruits,2013,11,19,Mango,KRISHNAGIRI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango","leaf webber in mango : spray carbaryl 2gmteepol 1mllit of water",12.5152,78.0094
KODAD,Fruits,2013,2,12,Mango,SURYAPET,0,nan,HORTICULTURE,TELANGANA,"leaf webber",chloripyriphos,17.08,79.7925
GOLLAPROLU,Fruits,2014,6,17,Mango,"EAST GODAVARI",nan,nan,HORTICULTURE,"ANDHRA PRADESH","control of leaf webber in mango","carbaril 3 gr lit of water",16.9957,81.7154
ULAVAPADU,Fruits,2014,4,28,Mango,PRAKASAM,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray chloripyriphos",15.6643,79.4733
KALLUR,Fruits,2014,1,8,Mango,KURNOOL,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","quinalphos 2 mlL water",15.8309,78.0425
CBELAGAL,Fruits,2014,1,11,Mango,KURNOOL,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray chloripyriphos",15.8309,78.0425
GUDIBANDA,Fruits,2014,1,15,Mango,ANANTPUR,nan,nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","spray quinolphos 25mlliter",13.5747,78.5029
YADAMARI,Fruits,2014,9,23,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber","recommended quinolphos 2mll",13.2026,79.0032
BARAMULLA,Fruits,2014,12,30,Mango,BARAMULLA,"Plant Protection",KHARIF,HORTICULTURE,"JAMMU AND KASHMIR","HOW TO CONTROL LEAF WEBBER IN MANGO ","SPRAY WITH QUANILPHOS  5MLLITER OF WATER",34.2087,74.3435
KOLAR,Fruits,2014,10,22,Mango,KOLAR,"Plant Protection",nan,HORTICULTURE,KARNATAKA,"LEAF WEBBER","PHOSALONE 2MLLTR",13.1805,78.2669
NEDUMANGAD,Fruits,2014,3,15,Mango,TRIVANDRUM,nan,nan,HORTICULTURE,KERALA,"leaf webber attack in mango","Remove and destroy the webbed leaves along with larva and pupaSpray carbaryl at 50 WP  01",8.48823,76.9475
KHAIRA,Fruits,2014,6,11,Mango,BALASORE,"Plant Protection",nan,HORTICULTURE,ODISHA,"leaf webber","apply quinalphous 25 ec  2mllitre spray",21.5006,86.9199
PATNAGARH,Fruits,2014,12,10,Mango,BALANGIR,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER IN MANGO","RECOMMENDED QUINALPHUS  2MLLITRE SPRAY",20.6095,83.1673
NARASINGHPUR,Fruits,2014,9,27,Mango,CUTTACK,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER IN MANGO","RECOMMENDED QUINALPHUS  2MLLITRE SPRAY",20.4686,85.8792
ASTARANGA,Fruits,2014,11,27,Mango,PURI,"Plant Protection",RABI,HORTICULTURE,ODISHA,"LEAF WEBBER","CHLOROPYRIPHOS 2ML1LITRE OF WATER",19.8076,85.8253
NIMAPADA,Fruits,2014,12,17,Mango,PURI,"Plant Protection",nan,HORTICULTURE,ODISHA,"MANGO LEAF WEBBER","SPRAY QUINALPHOS 2ML PER 1LTR WATER",19.8076,85.8253
ATTUR,Fruits,2014,3,27,Mango,SALEM,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water","leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water",11.647,78.2107
NALLAMPALLI,Fruits,2014,7,15,Mango,DHARMAPURI,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","spray leaf extract 1lit in 10 lit of water",12.1456,78.1132
THONDAMUTHUR,Fruits,2014,4,1,Mango,COIMBATORE,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","spray carbaryl 2gmteepol 1mlneemoil 3mllit of water",11.0018,76.9628
THONDAMUTHUR,Fruits,2014,4,21,Mango,COIMBATORE,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","spray carbaryl 2gmteepol 1mlneemoil 3mllit of water",11.0018,76.9628
KURUNTHANCODE,Fruits,2014,7,31,Mango,"KANNIYA KUMARI","Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"leaf webber in mango","spray carbaryl 2gmneemoil 3mlteepol 1mllit of water",10.9094,78.3665
TIRUVALLUR,Fruits,2014,3,8,Mango,THIRUVALLUR,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water","leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water",13.2538,80.0563
KARUR,Fruits,2014,2,1,Mango,KARUR,nan,KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango","leaf webber in mango : spray phosalone 2mllit of water and after 5days spray maida 1kg20lit of water",10.8218,78.3829
KARUR,Fruits,2014,2,1,Mango,KARUR,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango : spray phosalone 2mllit of water and after 5days spray maida 1kg20lit of water","leaf webber in mango : spray phosalone 2mllit of water and after 5days spray maida 1kg20lit of water",10.8218,78.3829
VEDARANYAM,Fruits,2014,10,11,Mango,NAGAPATTINAM,"Plant Protection",nan,HORTICULTURE,TAMILNADU,"mango leaf webber","recommended for spray thiodicarb 2 g lit",10.6026,79.7619
CHETPUT,Fruits,2014,2,6,Mango,TIRUVANNAMALAI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango : spray pahosalonel 2gmneemoil 3mlteepol 1mllit of water","leaf webber in mango : spray pahosalonel 2gmneemoil 3mlteepol 1mllit of water",12.4289,78.9992
PUDUPALAYAM,Fruits,2014,3,8,Mango,TIRUVANNAMALAI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water","leaf webber in mango : spray carbaryl 2gmneemoil 3mlteepol 1mllit of water",12.4289,78.9992
PUDUCHERRY,Fruits,2014,10,11,Mango,PUDUCHERRY,"Plant Protection",KHARIF,HORTICULTURE,PUDUCHERRY,"mango leaf webber","recommended for spray carbaryl 2 gram  1 litre of water",11.9341,79.8306
BONDAPALLE,Fruits,2015,10,20,Mango,VIZIANAGARM,"Plant Protection",RABI,HORTICULTURE,"ANDHRA PRADESH","MANGO  LEAF WEBBER","CARBARIL  2 GRAM  LITER WATER",15.9241,80.1864
AMALAPURAM,Fruits,2015,2,4,Mango,"EAST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","recomended for quinolpas 25 mllit water",16.9957,81.7154
MAMIDIKUDURU,Fruits,2015,6,27,Mango,"EAST GODAVARI","Plant Protection",KHARIF,HORTICULTURE,"ANDHRA PRADESH","MANGO LEAF WEBBER DAMAGE","PROFENOPHOS 2 ML LITER WATER",16.9957,81.7154
ELURU,Fruits,2015,5,12,Mango,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","recommended CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 PER ACre",16.6443,81.5885
CHAGALLU,Fruits,2015,10,4,Mango,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE",16.6443,81.5885
BUKKARAYASAMUDRAM,Fruits,2015,8,5,Mango,ANANTPUR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber ib mango","quenal phass 2mll",13.5747,78.5029
BRAHMAMGARIMATHAM,Fruits,2015,6,1,Mango,"Y S R ","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","CARBARYLSEVIN THANVIN KRIVIN 600 GRAMS PER ACRE",15.9241,80.1864
BKOTHAKOTA,Fruits,2015,6,21,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","RECOMMENDED TO SPRAY CHLOFENPYRPHOS  INTRAPRID LEPIDO 300 ML PER ACRE",13.2026,79.0032
KALAKADA,Fruits,2015,6,22,Mango,CHITTOOR,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MANGO LEAF WEBBER","RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE",13.2026,79.0032
GUDUPALLE,Fruits,2015,8,20,Mango,CHITTOOR,"Plant Protection",KHARIF,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber control measurs","RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE",13.2026,79.0032
MULAKALACHERUVU,Fruits,2015,8,29,Mango,CHITTOOR,"Plant Protection",KHARIF,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber control measurs","RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE",13.2026,79.0032
ASTARANGA,Fruits,2015,3,1,Mango,PURI,"Plant Protection",RABI,HORTICULTURE,ODISHA,"LEAF WEBBER","SPRAY CHLOROPYRIPHOS 2ML1LITRE OF WATER",19.8076,85.8253
ASTARANGA,Fruits,2015,3,30,Mango,PURI,"Plant Protection",nan,HORTICULTURE,ODISHA,"LEAF WEBBER IN MANGO","RECOMMENDED TO SPRAY QUINALPHOS 2ML1 LITER OF WATER",19.8076,85.8253
KANCHIPURAM,Fruits,2015,12,16,Mango,KANCHEEPURAM,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","Recommended for spray dimethoate 2 ml litre",12.8796,79.7043
PERANAMBATTU,Fruits,2015,10,31,Mango,VELLORE,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","recommended for spray malathion 2mlteepol 1mlneemoil 3mllit of water",12.9022,79.0611
LALGUDI,Fruits,2015,7,21,Mango,TIRUCHIRAPPALLI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"leaf webber in mango","recommended for spray neem oil 3mllit",10.8071,78.6881
MANACHANELLUR,Fruits,2015,10,3,Mango,TIRUCHIRAPPALLI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"Mango  leaf Webber","recommended for spray Thiodicarb 2 gram  Neem oil 3 ml litre of water",10.8071,78.6881
ARIMALAM,Fruits,2015,4,20,Mango,PUDUKKOTTAI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"mango leaf webber","recommended for spraying chlorpyripos 2 ml litre of water",10.2903,78.8174
KILVELUR,Fruits,2015,6,3,Mango,NAGAPATTINAM,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"Leaf webber in Mango","Recommended for spray profenophos 2ml litre of water",10.6026,79.7619
KOLLIDAM,Fruits,2015,11,8,Mango,NAGAPATTINAM,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"leaf webber in mango","recommended for spray application of neem oil  3 ml  1 ml teepol in one litre of water",10.6026,79.7619
SIVAGANGA,Fruits,2015,12,16,Mango,SIVAGANGA,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"grass leaf webber in mango","recommended for spray Azadirachtin 3 ml  1 ml teepol  lit of water",9.84869,78.487
MATHUR,Fruits,2015,6,29,Mango,KRISHNAGIRI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"Leaf Webber in Mango","Recommended for spray Thiodicarb 2 gram  Neem oil 3 ml litre of water",12.5152,78.0094
VISHNUPUR,Fruits,2015,6,3,Mango,BANKURA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF LEAF WEBBER IN MANGO","RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER",23.1324,87.2082
GANGUVARISIGADAM,Fruits,2016,3,13,Mango,SRIKAKULAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MANGO LEAF WEBBER CONTROLL MANAGEMENT","RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre x",18.2949,83.8939
BOBBILI,Fruits,2016,1,3,Mango,VIZIANAGARM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","RECOMMENDED TO SPRAY DICHLOROVAS NUVAN DOOM FUME LAVA 250 ML PER  ACRE",15.9241,80.1864
LAKKAVARAPUKOTA,Fruits,2016,11,8,Mango,VIZIANAGARM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber","recommended to spray quinalphos 2 milli liter liter water",15.9241,80.1864
ACHUTAPURAM,Fruits,2016,8,2,Mango,VISAKHAPATNAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MANGO LEAF WEBBER","MANGO LEAF WEBBER :   RECOMMENDED TO SPRAY CHLORIPYRIPHOS 25 ML IN 1 LITRE WATER",17.6936,83.2921
PADMANABHAM,Fruits,2016,11,26,Mango,VISAKHAPATNAM,"Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MANAGEMENT OF MANGO LEAF WEBBER","RECOMMENDED TO SPRAY QUINALPHOS 2 MILLILITERS PER LITER WATER",17.6936,83.2921
PEDDAPURAM,Fruits,2016,3,3,Mango,"EAST GODAVARI","Plant Protection",RABI,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber cont roll management","recommended spray quinalphos 2mllitre of water",16.9957,81.7154
KORUKONDA,Fruits,2016,11,1,Mango,"EAST GODAVARI","Plant Protection",RABI,HORTICULTURE,"ANDHRA PRADESH","leaf webber in mango","RECOMMENDED TO SPRAY LAMBDA CYHALOTHRIN 400 ML 200 LITERS OF WATER   ACRE",16.9957,81.7154
KORUKONDA,Fruits,2016,12,6,Mango,"EAST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","mango leaf webber management","recommended to spray quinalphos 2ml  lit of water",16.9957,81.7154
TADEPALLIGUDEM,Fruits,2016,1,27,Mango,"WEST GODAVARI","Plant Protection",nan,HORTICULTURE,"ANDHRA PRADESH","MANGO LEAF WEBBER","RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre",16.6443,81.5885
